date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,weekday,date,hour,month,year
2012-10-09 09:00:00,0,279.35,0.0,0.0,90,Clouds,overcast clouds,5599,1,2012-10-09,9,10,2012
2012-10-09 10:00:00,0,281.37,0.0,0.0,90,Clouds,overcast clouds,4534,1,2012-10-09,10,10,2012
2012-10-09 11:00:00,0,283.11,0.0,0.0,90,Clouds,overcast clouds,4691,1,2012-10-09,11,10,2012
2012-10-09 12:00:00,0,284.08,0.0,0.0,75,Clouds,broken clouds,5067,1,2012-10-09,12,10,2012
2012-10-09 13:00:00,0,285.14,0.0,0.0,75,Clouds,broken clouds,5030,1,2012-10-09,13,10,2012
2012-10-09 14:00:00,0,286.35,0.0,0.0,90,Clouds,overcast clouds,5300,1,2012-10-09,14,10,2012
2012-10-09 15:00:00,0,287.23,0.0,0.0,100,Rain,light rain,5777,1,2012-10-09,15,10,2012
2012-10-09 16:00:00,0,288.53,0.0,0.0,90,Clouds,overcast clouds,6349,1,2012-10-09,16,10,2012
2012-10-09 17:00:00,0,290.37,0.0,0.0,90,Clouds,overcast clouds,6127,1,2012-10-09,17,10,2012
2012-10-09 18:00:00,0,290.13,0.0,0.0,90,Clouds,overcast clouds,4460,1,2012-10-09,18,10,2012
2012-10-09 19:00:00,0,288.86,0.0,0.0,75,Clouds,broken clouds,3418,1,2012-10-09,19,10,2012
2012-10-09 20:00:00,0,287.36,0.0,0.0,90,Clouds,overcast clouds,2775,1,2012-10-09,20,10,2012
2012-10-09 21:00:00,0,285.11,0.0,0.0,90,Clouds,overcast clouds,2306,1,2012-10-09,21,10,2012
2012-10-09 22:00:00,0,283.46,0.0,0.0,90,Clouds,overcast clouds,1846,1,2012-10-09,22,10,2012
2012-10-09 23:00:00,0,282.45,0.0,0.0,90,Clouds,overcast clouds,947,1,2012-10-09,23,10,2012
2012-10-10 00:00:00,0,281.88,0.0,0.0,90,Clouds,overcast clouds,494,2,2012-10-10,0,10,2012
2012-10-10 01:00:00,0,281.78,0.0,0.0,90,Clouds,overcast clouds,332,2,2012-10-10,1,10,2012
2012-10-10 02:00:00,0,281.09,0.0,0.0,75,Clouds,broken clouds,261,2,2012-10-10,2,10,2012
2012-10-10 03:00:00,0,281.17,0.0,0.0,90,Clouds,overcast clouds,361,2,2012-10-10,3,10,2012
2012-10-10 06:00:00,0,281.25,0.0,0.0,92,Clear,sky is clear,5875,2,2012-10-10,6,10,2012
2012-10-10 07:00:00,0,281.25,0.0,0.0,99,Rain,light rain,6793,2,2012-10-10,7,10,2012
2012-10-10 07:00:00,0,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793,2,2012-10-10,7,10,2012
2012-10-10 08:00:00,0,280.1,0.0,0.0,99,Rain,light rain,6283,2,2012-10-10,8,10,2012
2012-10-10 08:00:00,0,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283,2,2012-10-10,8,10,2012
2012-10-10 09:00:00,0,279.61,0.0,0.0,99,Rain,light rain,5680,2,2012-10-10,9,10,2012
2012-10-10 09:00:00,0,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680,2,2012-10-10,9,10,2012
2012-10-10 10:00:00,0,279.67,0.0,0.0,99,Clear,sky is clear,4632,2,2012-10-10,10,10,2012
2012-10-10 11:00:00,0,280.19,0.0,0.0,1,Clear,sky is clear,4887,2,2012-10-10,11,10,2012
2012-10-10 12:00:00,0,282.09,0.0,0.0,75,Clouds,broken clouds,5030,2,2012-10-10,12,10,2012
2012-10-10 13:00:00,0,282.26,0.0,0.0,75,Clouds,broken clouds,5067,2,2012-10-10,13,10,2012
2012-10-10 14:00:00,0,282.05,0.0,0.0,90,Clouds,overcast clouds,5227,2,2012-10-10,14,10,2012
2012-10-10 15:00:00,0,281.59,0.0,0.0,90,Clouds,overcast clouds,5610,2,2012-10-10,15,10,2012
2012-10-10 16:00:00,0,281.23,0.0,0.0,81,Clear,sky is clear,6286,2,2012-10-10,16,10,2012
2012-10-10 18:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,4775,2,2012-10-10,18,10,2012
2012-10-10 19:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,3340,2,2012-10-10,19,10,2012
2012-10-10 20:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,3013,2,2012-10-10,20,10,2012
2012-10-10 21:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,2603,2,2012-10-10,21,10,2012
2012-10-10 22:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,1910,2,2012-10-10,22,10,2012
2012-10-10 23:00:00,0,282.6,0.0,0.0,81,Clear,sky is clear,1037,2,2012-10-10,23,10,2012
2012-10-11 01:00:00,0,273.9,0.0,0.0,1,Clear,sky is clear,347,3,2012-10-11,1,10,2012
2012-10-11 03:00:00,0,274.4,0.0,0.0,75,Clouds,broken clouds,350,3,2012-10-11,3,10,2012
2012-10-11 04:00:00,0,274.05,0.0,0.0,75,Clouds,broken clouds,850,3,2012-10-11,4,10,2012
2012-10-11 05:00:00,0,273.71,0.0,0.0,40,Clouds,scattered clouds,2791,3,2012-10-11,5,10,2012
2012-10-11 06:00:00,0,272.66,0.0,0.0,1,Clear,sky is clear,5809,3,2012-10-11,6,10,2012
2012-10-11 07:00:00,0,272.65,0.0,0.0,1,Clear,sky is clear,6798,3,2012-10-11,7,10,2012
2012-10-11 08:00:00,0,272.52,0.0,0.0,1,Clear,sky is clear,6304,3,2012-10-11,8,10,2012
2012-10-11 09:00:00,0,275.19,0.0,0.0,20,Clouds,few clouds,5291,3,2012-10-11,9,10,2012
2012-10-11 10:00:00,0,275.34,0.0,0.0,1,Clear,sky is clear,4638,3,2012-10-11,10,10,2012
2012-10-11 14:00:00,0,284.1,0.0,0.0,50,Clear,sky is clear,5557,3,2012-10-11,14,10,2012
2012-10-11 15:00:00,0,284.1,0.0,0.0,50,Clear,sky is clear,5818,3,2012-10-11,15,10,2012
2012-10-11 16:00:00,0,283.78,0.0,0.0,75,Clouds,broken clouds,6272,3,2012-10-11,16,10,2012
2012-10-11 17:00:00,0,283.52,0.0,0.0,75,Clouds,broken clouds,5944,3,2012-10-11,17,10,2012
2012-10-11 18:00:00,0,283.32,0.0,0.0,90,Clouds,overcast clouds,4949,3,2012-10-11,18,10,2012
2012-10-11 19:00:00,0,282.06,0.0,0.0,90,Clouds,overcast clouds,3511,3,2012-10-11,19,10,2012
2012-10-11 20:00:00,0,281.95,0.0,0.0,90,Clouds,overcast clouds,3039,3,2012-10-11,20,10,2012
2012-10-11 21:00:00,0,281.81,0.0,0.0,90,Clouds,overcast clouds,2679,3,2012-10-11,21,10,2012
2012-10-11 22:00:00,0,282.16,0.0,0.0,90,Clouds,overcast clouds,2094,3,2012-10-11,22,10,2012
2012-10-11 23:00:00,0,282.53,0.0,0.0,90,Clouds,overcast clouds,1284,3,2012-10-11,23,10,2012
2012-10-12 00:00:00,0,283.91,0.0,0.0,90,Clouds,overcast clouds,630,4,2012-10-12,0,10,2012
2012-10-12 01:00:00,0,284.64,0.0,0.0,90,Clouds,overcast clouds,410,4,2012-10-12,1,10,2012
2012-10-12 02:00:00,0,284.61,0.0,0.0,90,Clouds,overcast clouds,331,4,2012-10-12,2,10,2012
2012-10-12 03:00:00,0,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,372,4,2012-10-12,3,10,2012
2012-10-12 04:00:00,0,282.26,0.0,0.0,72,Rain,light rain,739,4,2012-10-12,4,10,2012
2012-10-12 05:00:00,0,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2561,4,2012-10-12,5,10,2012
2012-10-12 06:00:00,0,278.53,0.0,0.0,75,Clouds,broken clouds,5586,4,2012-10-12,6,10,2012
2012-10-12 07:00:00,0,277.64,0.0,0.0,75,Clouds,broken clouds,6992,4,2012-10-12,7,10,2012
2012-10-12 08:00:00,0,277.9,0.0,0.0,90,Clouds,overcast clouds,5860,4,2012-10-12,8,10,2012
2012-10-12 09:00:00,0,278.18,0.0,0.0,90,Clouds,overcast clouds,5230,4,2012-10-12,9,10,2012
2012-10-12 10:00:00,0,279.29,0.0,0.0,75,Clouds,broken clouds,4864,4,2012-10-12,10,10,2012
2012-10-12 11:00:00,0,280.45,0.0,0.0,75,Clouds,broken clouds,5146,4,2012-10-12,11,10,2012
2012-10-12 12:00:00,0,280.95,0.0,0.0,40,Clouds,scattered clouds,5526,4,2012-10-12,12,10,2012
2012-10-12 13:00:00,0,281.74,0.0,0.0,40,Clouds,scattered clouds,5383,4,2012-10-12,13,10,2012
2012-10-12 14:00:00,0,281.84,0.0,0.0,75,Clouds,broken clouds,5758,4,2012-10-12,14,10,2012
2012-10-12 15:00:00,0,282.45,0.0,0.0,75,Clouds,broken clouds,5889,4,2012-10-12,15,10,2012
2012-10-12 16:00:00,0,282.2,0.0,0.0,75,Clouds,broken clouds,6057,4,2012-10-12,16,10,2012
2012-10-12 17:00:00,0,281.54,0.0,0.0,40,Clouds,scattered clouds,6028,4,2012-10-12,17,10,2012
2012-10-12 18:00:00,0,280.21,0.0,0.0,20,Clouds,few clouds,5257,4,2012-10-12,18,10,2012
2012-10-12 23:00:00,0,282.2,0.0,0.0,56,Clear,sky is clear,1897,4,2012-10-12,23,10,2012
